Input:20.65,Output:18.07
Input:20.53,Output:20.96
Input:20.53,Output:17.86
Input:20.53,Output:18.04
Input:20.65,Output:18.96
Input:20.65,Output:18.00
Input:20.53,Output:18.89
Input:20.65,Output:18.00
Input:20.65,Output:19.00
Input:18.41,Output:18.00
Input:16.52,Output:15.94
Input:16.52,Output:13.89
Input:16.52,Output:14.00
Input:12.98,Output:13.03
Input:11.33,Output:11.09
Input:11.33,Output:8.89
Input:11.21,Output:11.00
Input:8.14,Output:9.00
Input:5.66,Output:5.00
Input:5.66,Output:6.00
Input:4.84,Output:4.92
Input:0.12,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.99
Input:0.00,Output:-0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:2.71,Output:1.98
Input:4.01,Output:3.97
Input:4.01,Output:3.97
Input:5.55,Output:3.97
Input:9.79,Output:6.94
Input:9.91,Output:9.00
Input:10.27,Output:10.08
Input:13.81,Output:11.90
Input:14.16,Output:13.89
Input:14.16,Output:14.88
Input:16.40,Output:14.97
Input:16.87,Output:17.00
Input:16.87,Output:17.10
Input:19.35,Output:17.86
Input:20.53,Output:20.04
Input:20.65,Output:18.85
Input:20.53,Output:16.13
Input:20.53,Output:20.16
Input:20.65,Output:20.00
Input:20.65,Output:20.92
Input:20.53,Output:18.00
Input:20.65,Output:17.86
Input:20.65,Output:18.92
Input:20.65,Output:19.19
Input:20.53,Output:18.92
Input:20.65,Output:21.04
Input:20.65,Output:20.16
Input:20.65,Output:18.85
Input:20.65,Output:18.15
Input:20.65,Output:20.83
Input:20.65,Output:18.00
Input:20.65,Output:18.85
Input:20.65,Output:19.08
Input:20.53,Output:20.83
Input:20.06,Output:18.00
Input:16.87,Output:19.00
Input:15.34,Output:17.10
Input:15.34,Output:16.00
Input:15.22,Output:15.00
Input:10.03,Output:12.80
Input:8.14,Output:9.00
Input:8.14,Output:8.86
Input:6.61,Output:7.00
Input:0.35,Output:2.98
Input:0.24,Output:0.99
Input:0.24,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:-0.99
Input:0.00,Output:-0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:1.53,Output:0.99
Input:3.30,Output:3.01
Input:3.19,Output:2.98
Input:4.48,Output:3.97
Input:10.62,Output:6.90
Input:11.09,Output:9.04
Input:11.21,Output:10.76
Input:14.99,Output:12.80
Input:15.93,Output:15.21
Input:15.93,Output:13.89
Input:17.11,Output:15.06
Input:19.23,Output:15.75
Input:20.06,Output:19.11
