Input:14.63,Output:12.10
Input:14.04,Output:12.00
Input:13.22,Output:10.98
Input:12.51,Output:11.09
Input:11.68,Output:11.18
Input:10.62,Output:9.92
Input:9.79,Output:9.07
Input:9.32,Output:8.06
Input:9.32,Output:8.00
Input:9.32,Output:8.00
Input:9.32,Output:8.00
Input:8.97,Output:7.87
Input:8.02,Output:7.00
Input:7.20,Output:6.89
Input:6.61,Output:5.91
Input:6.02,Output:5.98
Input:5.55,Output:6.00
Input:5.07,Output:4.96
Input:4.84,Output:5.00
Input:4.84,Output:4.96
Input:4.84,Output:4.00
Input:4.84,Output:4.00
Input:4.25,Output:4.00
Input:3.66,Output:3.00
Input:3.19,Output:2.98
Input:2.60,Output:2.00
Input:2.12,Output:2.98
Input:1.65,Output:1.99
Input:1.30,Output:1.99
Input:0.59,Output:0.99
Input:0.35,Output:0.99
Input:0.35,Output:0.00
Input:0.35,Output:0.99
Input:0.47,Output:0.00
Input:0.71,Output:0.99
Input:2.01,Output:0.99
Input:2.83,Output:0.99
Input:3.42,Output:1.98
Input:4.01,Output:2.98
Input:4.72,Output:2.98
Input:5.78,Output:4.00
Input:7.32,Output:5.00
Input:7.43,Output:6.00
Input:7.43,Output:6.00
Input:7.43,Output:5.96
Input:7.55,Output:6.02
Input:7.91,Output:5.92
Input:8.50,Output:6.99
Input:8.97,Output:7.00
Input:9.44,Output:7.94
Input:10.03,Output:8.00
Input:10.74,Output:9.00
Input:11.33,Output:9.00
Input:11.56,Output:8.93
Input:12.27,Output:10.04
Input:13.22,Output:10.04
Input:13.33,Output:10.93
Input:13.33,Output:12.10
Input:13.33,Output:10.00
Input:13.69,Output:11.72
Input:14.51,Output:12.00
Input:15.34,Output:11.90
Input:15.93,Output:14.11
Input:16.40,Output:11.90
Input:17.11,Output:15.24
Input:17.35,Output:14.94
Input:17.35,Output:15.00
Input:17.35,Output:15.87
Input:17.35,Output:15.00
Input:17.70,Output:15.87
Input:17.94,Output:15.06
Input:18.41,Output:15.87
Input:19.23,Output:17.21
Input:19.94,Output:16.80
Input:20.41,Output:18.07
Input:20.65,Output:17.00
Input:20.53,Output:19.04
Input:20.65,Output:16.87
Input:20.65,Output:19.08
Input:20.65,Output:12.90
Input:20.53,Output:15.00
Input:20.53,Output:19.00
Input:20.65,Output:16.00
Input:20.65,Output:19.00
Input:20.65,Output:16.87
Input:20.65,Output:19.00
Input:20.65,Output:19.08
Input:20.65,Output:19.00
Input:20.65,Output:17.00
Input:20.65,Output:17.00
Input:20.30,Output:16.00
Input:19.35,Output:17.00
Input:18.41,Output:16.00
Input:17.70,Output:16.87
Input:17.11,Output:16.93
Input:16.64,Output:13.89
Input:15.93,Output:13.94
Input:15.69,Output:15.00
