Input:13.57,Output:12.00
Input:13.57,Output:13.89
Input:13.57,Output:10.96
Input:13.57,Output:12.90
Input:13.10,Output:11.90
Input:11.68,Output:13.10
Input:9.91,Output:10.00
Input:8.14,Output:8.86
Input:6.49,Output:6.96
Input:6.37,Output:5.95
Input:6.37,Output:7.01
Input:6.37,Output:5.95
Input:6.37,Output:6.89
Input:5.66,Output:5.98
Input:4.37,Output:4.96
Input:2.95,Output:3.97
Input:1.77,Output:2.98
Input:0.94,Output:0.99
Input:0.83,Output:0.99
Input:0.83,Output:0.99
Input:0.83,Output:0.99
Input:0.83,Output:0.00
Input:0.47,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.99
Input:0.00,Output:0.99
Input:0.00,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.71,Output:-0.99
Input:3.30,Output:-0.99
Input:5.90,Output:0.00
Input:7.20,Output:-3.94
Input:7.20,Output:-0.98
Input:7.20,Output:3.97
Input:7.20,Output:5.91
Input:8.02,Output:8.93
Input:11.33,Output:10.74
Input:14.40,Output:10.91
Input:14.51,Output:14.94
Input:14.51,Output:16.77
Input:14.51,Output:15.06
Input:14.87,Output:16.00
Input:17.35,Output:16.13
Input:20.65,Output:18.00
Input:20.65,Output:18.00
Input:20.65,Output:17.86
Input:20.65,Output:18.92
Input:20.65,Output:20.92
Input:20.65,Output:21.08
Input:20.65,Output:21.00
Input:20.53,Output:21.26
Input:20.65,Output:19.84
Input:20.65,Output:18.00
Input:20.65,Output:18.77
Input:20.65,Output:21.26
Input:20.65,Output:18.85
Input:20.65,Output:16.06
Input:20.65,Output:19.00
Input:20.65,Output:18.00
Input:20.65,Output:18.85
Input:17.70,Output:18.07
Input:11.68,Output:14.06
Input:11.45,Output:11.16
Input:11.45,Output:6.90
Input:10.15,Output:12.20
Input:3.66,Output:7.92
Input:1.42,Output:3.00
Input:0.94,Output:1.00
Input:0.94,Output:1.99
Input:0.94,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:2.12,Output:0.99
Input:6.14,Output:3.94
Input:6.96,Output:5.95
Input:6.84,Output:6.94
Input:7.79,Output:6.94
Input:13.57,Output:7.84
Input:14.63,Output:11.90
Input:14.63,Output:12.10
Input:15.46,Output:15.09
Input:19.12,Output:17.00
Input:20.65,Output:18.00
Input:20.65,Output:20.08
Input:20.65,Output:17.86
Input:20.65,Output:16.13
Input:20.65,Output:18.92
Input:20.65,Output:21.08
Input:20.53,Output:20.83
Input:20.65,Output:19.15
Input:20.65,Output:19.08
Input:20.65,Output:19.08
