Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.47,Output:0.00
Input:1.42,Output:0.00
Input:2.24,Output:0.00
Input:2.48,Output:0.00
Input:2.48,Output:0.00
Input:2.48,Output:0.00
Input:2.48,Output:0.00
Input:2.60,Output:0.00
Input:2.71,Output:0.00
Input:2.95,Output:0.00
Input:3.19,Output:0.00
Input:3.89,Output:0.00
Input:4.37,Output:0.00
Input:4.37,Output:0.00
Input:4.37,Output:0.00
Input:4.37,Output:0.00
Input:4.60,Output:0.00
Input:4.84,Output:0.00
Input:5.07,Output:0.00
Input:5.66,Output:0.00
Input:6.49,Output:0.00
Input:6.84,Output:0.00
Input:7.32,Output:0.00
Input:7.79,Output:0.00
Input:8.50,Output:0.00
Input:8.97,Output:0.00
Input:9.32,Output:0.00
Input:9.79,Output:0.00
Input:10.27,Output:0.00
Input:10.86,Output:0.00
Input:11.33,Output:0.00
Input:11.45,Output:0.00
Input:11.45,Output:0.00
Input:11.56,Output:0.00
Input:11.56,Output:0.00
Input:11.33,Output:0.00
Input:10.74,Output:0.00
Input:10.15,Output:0.00
Input:9.56,Output:0.00
Input:9.20,Output:0.00
Input:8.61,Output:0.00
Input:8.02,Output:0.00
Input:7.55,Output:0.00
Input:7.20,Output:0.00
Input:6.49,Output:0.00
Input:5.78,Output:0.00
