Input:20.65,Output:21.30
Input:18.29,Output:17.86
Input:14.40,Output:15.03
Input:14.40,Output:11.90
Input:14.28,Output:13.10
Input:7.43,Output:12.00
Input:5.90,Output:7.01
Input:5.90,Output:5.95
Input:3.19,Output:3.98
Input:0.00,Output:0.99
Input:0.00,Output:0.99
Input:0.00,Output:-0.99
Input:0.00,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.47,Output:0.99
Input:4.48,Output:2.98
Input:4.48,Output:4.96
Input:4.72,Output:3.97
Input:6.96,Output:6.89
Input:6.96,Output:6.99
Input:7.20,Output:7.00
Input:10.74,Output:9.00
Input:10.97,Output:7.87
Input:10.97,Output:11.09
Input:13.57,Output:13.10
Input:14.75,Output:14.94
Input:14.75,Output:13.10
Input:16.17,Output:16.00
Input:17.70,Output:18.11
Input:17.70,Output:15.94
Input:18.17,Output:18.15
Input:19.71,Output:17.93
Input:20.65,Output:20.92
Input:20.65,Output:18.04
Input:20.53,Output:19.00
Input:20.53,Output:17.86
Input:20.65,Output:18.92
Input:20.65,Output:18.92
Input:20.65,Output:17.93
Input:20.65,Output:18.92
Input:20.53,Output:17.93
Input:20.65,Output:21.00
Input:20.53,Output:18.92
Input:20.65,Output:16.87
Input:19.94,Output:20.08
Input:18.29,Output:16.87
Input:16.40,Output:18.00
Input:15.93,Output:15.87
Input:15.93,Output:14.91
Input:15.93,Output:11.95
Input:14.16,Output:13.97
Input:10.74,Output:11.09
Input:9.56,Output:9.09
Input:9.56,Output:9.77
Input:7.55,Output:8.93
Input:1.89,Output:4.92
Input:1.89,Output:0.99
Input:2.01,Output:1.98
Input:0.00,Output:0.00
Input:0.00,Output:-0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:-0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:1.65,Output:0.00
Input:5.43,Output:3.97
Input:5.55,Output:5.00
Input:5.55,Output:5.95
Input:8.14,Output:6.94
Input:10.86,Output:8.93
Input:10.86,Output:10.85
Input:11.33,Output:10.91
Input:14.04,Output:11.95
Input:14.16,Output:12.02
Input:14.51,Output:12.90
Input:17.35,Output:16.00
Input:18.41,Output:17.86
Input:18.41,Output:19.08
Input:19.35,Output:19.00
Input:20.65,Output:17.93
Input:20.65,Output:18.85
Input:20.65,Output:17.89
Input:20.53,Output:17.86
Input:20.65,Output:18.92
Input:20.65,Output:18.85
Input:20.65,Output:19.92
Input:20.53,Output:20.92
Input:20.65,Output:16.00
Input:20.53,Output:19.84
Input:20.65,Output:20.92
Input:20.65,Output:21.00
Input:20.65,Output:21.08
Input:20.65,Output:20.00
