Input:20.65,Output:16.10
Input:20.65,Output:18.85
Input:20.65,Output:19.00
Input:20.65,Output:19.84
Input:20.65,Output:18.92
Input:20.53,Output:19.84
Input:20.65,Output:18.07
Input:20.65,Output:20.92
Input:20.53,Output:18.04
Input:20.65,Output:19.15
Input:20.65,Output:20.08
Input:20.65,Output:20.92
Input:20.65,Output:19.08
Input:20.53,Output:18.00
Input:15.69,Output:19.11
Input:14.75,Output:15.87
Input:14.87,Output:14.23
Input:14.63,Output:12.90
Input:10.97,Output:11.04
Input:5.31,Output:8.79
Input:5.31,Output:5.00
Input:5.31,Output:4.92
Input:3.19,Output:3.96
Input:0.47,Output:1.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:-0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.24,Output:0.00
Input:5.90,Output:1.98
Input:6.14,Output:5.95
Input:6.14,Output:5.95
Input:12.39,Output:7.94
Input:14.63,Output:10.91
Input:14.63,Output:12.95
Input:18.29,Output:13.89
Input:20.65,Output:14.88
Input:20.53,Output:17.14
Input:20.65,Output:19.84
Input:20.65,Output:21.26
Input:20.65,Output:17.86
Input:20.53,Output:18.92
Input:20.65,Output:19.00
Input:20.65,Output:16.10
Input:20.65,Output:18.85
Input:20.65,Output:21.00
Input:20.65,Output:20.67
Input:20.65,Output:16.00
Input:20.65,Output:19.00
Input:20.65,Output:18.00
Input:20.65,Output:18.85
Input:20.65,Output:21.17
Input:20.65,Output:20.83
Input:20.65,Output:20.08
Input:20.65,Output:18.85
Input:16.76,Output:17.00
Input:13.57,Output:13.00
Input:13.69,Output:10.96
Input:13.57,Output:10.98
Input:6.61,Output:11.00
Input:6.02,Output:6.94
Input:6.02,Output:6.94
Input:2.83,Output:3.94
Input:0.00,Output:0.99
Input:0.00,Output:-0.98
Input:0.00,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:3.30,Output:0.99
Input:5.19,Output:3.97
Input:5.07,Output:6.00
Input:8.38,Output:5.98
Input:10.97,Output:9.05
Input:10.97,Output:11.00
Input:14.40,Output:11.95
Input:17.94,Output:14.11
Input:17.94,Output:13.89
Input:20.65,Output:17.07
Input:20.65,Output:19.00
Input:20.65,Output:18.92
Input:20.65,Output:19.15
Input:20.65,Output:19.00
Input:20.65,Output:20.12
Input:20.65,Output:21.08
Input:20.65,Output:19.15
Input:20.65,Output:17.93
Input:20.53,Output:19.08
Input:20.65,Output:18.92
Input:20.65,Output:16.00
Input:20.53,Output:20.24
Input:20.65,Output:18.00
Input:20.65,Output:17.93
Input:20.65,Output:20.92
Input:20.53,Output:19.19
