Input:15.69,Output:14.94
Input:15.69,Output:15.12
Input:15.46,Output:14.88
Input:14.40,Output:14.11
Input:13.33,Output:13.00
Input:12.39,Output:11.90
Input:11.68,Output:11.00
Input:10.86,Output:9.92
Input:10.50,Output:9.92
Input:10.50,Output:10.00
Input:10.50,Output:9.84
Input:10.50,Output:8.93
Input:10.38,Output:8.89
Input:9.68,Output:8.96
Input:8.61,Output:8.86
Input:7.55,Output:6.94
Input:6.84,Output:6.94
Input:6.25,Output:6.00
Input:6.14,Output:5.95
Input:6.14,Output:4.96
Input:6.14,Output:5.91
Input:6.14,Output:5.00
Input:6.14,Output:5.95
Input:5.55,Output:4.95
Input:4.96,Output:4.92
Input:4.25,Output:3.99
Input:3.66,Output:4.01
Input:2.95,Output:3.01
Input:2.83,Output:2.98
Input:2.83,Output:2.00
Input:2.83,Output:2.95
Input:2.83,Output:1.98
Input:2.71,Output:2.98
Input:2.12,Output:2.98
Input:1.53,Output:2.00
Input:1.06,Output:1.99
Input:0.59,Output:0.99
Input:0.24,Output:0.99
Input:0.00,Output:0.99
Input:0.00,Output:0.99
Input:0.00,Output:0.00
Input:0.00,Output:0.00
Input:1.30,Output:0.00
Input:2.95,Output:1.99
Input:4.37,Output:2.98
Input:5.19,Output:4.96
Input:5.31,Output:5.00
Input:5.31,Output:5.00
Input:5.31,Output:3.97
Input:5.31,Output:4.96
Input:6.37,Output:5.95
Input:7.32,Output:6.89
Input:8.50,Output:7.87
Input:9.56,Output:7.94
Input:10.97,Output:9.07
Input:12.51,Output:10.83
Input:12.74,Output:11.98
Input:12.74,Output:11.86
Input:12.74,Output:9.92
Input:12.74,Output:12.10
Input:12.74,Output:11.74
Input:13.22,Output:11.93
Input:14.63,Output:12.90
Input:16.05,Output:14.00
Input:17.11,Output:12.90
Input:18.41,Output:16.93
Input:19.23,Output:16.87
Input:19.35,Output:16.00
Input:19.35,Output:18.96
Input:19.35,Output:17.00
Input:19.35,Output:16.93
Input:19.59,Output:17.00
Input:20.65,Output:18.77
Input:20.53,Output:20.00
Input:20.65,Output:19.84
Input:20.65,Output:20.08
Input:20.65,Output:19.80
Input:20.65,Output:14.91
Input:20.65,Output:15.87
Input:20.53,Output:19.23
Input:20.65,Output:16.93
Input:20.65,Output:17.93
Input:20.65,Output:12.90
Input:20.65,Output:18.15
Input:20.53,Output:19.00
Input:20.53,Output:20.00
Input:20.65,Output:19.88
Input:20.65,Output:17.00
Input:20.65,Output:15.94
Input:20.53,Output:20.00
Input:20.65,Output:16.87
Input:20.65,Output:17.00
Input:20.65,Output:17.86
Input:20.65,Output:18.07
Input:20.65,Output:20.00
Input:20.06,Output:20.08
Input:18.29,Output:18.85
Input:16.17,Output:18.15
